Label,EmailText
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. !!!"
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. now
ham,Can you send me the report by evening? pls
ham,See you at the gym later! reply
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. !!!
ham,Please find the attached document for your review. 
ham,Call me when you are free. ok
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! ok"
ham,Don't forget to buy groceries on your way home. reply
ham,Don't forget to buy groceries on your way home. reply
ham,Meeting got postponed to next week. !!!
ham,Can you send me the report by evening? !!!
ham,Can you send me the report by evening? urgent
ham,I'll reach office by 10am. urgent
ham,Can you send me the report by evening? 
ham,Please find the attached document for your review. pls
ham,Don't forget to buy groceries on your way home. urgent
ham,Can you send me the report by evening? 
ham,Let's have lunch tomorrow at 1 pm. now
ham,See you at the gym later! call
ham,Did you finish the project presentation? urgent
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. 
ham,Let's have lunch tomorrow at 1 pm. call
ham,Don't forget to buy groceries on your way home. ok
ham,Don't forget to buy groceries on your way home. ok
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. pls
ham,Please find the attached document for your review. pls
ham,Let's have lunch tomorrow at 1 pm. 
ham,See you at the gym later! urgent
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,Meeting got postponed to next week. urgent
ham,Let's have lunch tomorrow at 1 pm. pls
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! urgent"
ham,Can you send me the report by evening? reply
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. 
ham,Please find the attached document for your review. now
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! !!!"
ham,See you at the gym later! !!!
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. call
ham,Please find the attached document for your review. reply
ham,Meeting got postponed to next week. now
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! "
ham,Did you finish the project presentation? 
ham,Call me when you are free. 
ham,Call me when you are free. ok
ham,See you at the gym later! ok
ham,Call me when you are free. call
ham,"Hey, are we meeting later today? "
ham,See you at the gym later! pls
ham,Please find the attached document for your review. !!!
spam,"You have won a lottery of $10,000! Send your details immediately to claim. ok"
ham,Don't forget to buy groceries on your way home. call
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. reply
ham,Did you finish the project presentation? reply
spam,WINNER!! As a valued customer you have been selected for a £900 reward! now
ham,See you at the gym later! now
ham,I'll reach office by 10am. !!!
ham,Let's have lunch tomorrow at 1 pm. now
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,Call me when you are free. 
ham,Please find the attached document for your review. reply
ham,Meeting got postponed to next week. ok
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. reply"
ham,Did you finish the project presentation? pls
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. !!!"
ham,Don't forget to buy groceries on your way home. pls
ham,Call me when you are free. ok
ham,Please find the attached document for your review. pls
ham,Call me when you are free. !!!
ham,See you at the gym later! now
ham,I'll reach office by 10am. 
ham,I'll reach office by 10am. urgent
ham,Meeting got postponed to next week. call
ham,Call me when you are free. !!!
ham,"Hey, are we meeting later today? !!!"
ham,Did you finish the project presentation? 
spam,"You have won a lottery of $10,000! Send your details immediately to claim. now"
ham,Meeting got postponed to next week. call
ham,Call me when you are free. urgent
ham,Please find the attached document for your review. !!!
ham,Call me when you are free. urgent
ham,Please find the attached document for your review. ok
ham,Don't forget to buy groceries on your way home. reply
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. ok
ham,"Hey, are we meeting later today? !!!"
ham,Let's have lunch tomorrow at 1 pm. call
spam,WINNER!! As a valued customer you have been selected for a £900 reward! ok
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Did you finish the project presentation? !!!
ham,I'll reach office by 10am. pls
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! reply"
ham,Can you send me the report by evening? reply
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. ok
ham,Let's have lunch tomorrow at 1 pm. call
spam,WINNER!! As a valued customer you have been selected for a £900 reward! 
ham,Call me when you are free. pls
ham,I'll reach office by 10am. pls
ham,Can you send me the report by evening? 
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,"Hey, are we meeting later today? urgent"
ham,See you at the gym later! ok
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
spam,WINNER!! As a valued customer you have been selected for a £900 reward! pls
spam,"You have won a lottery of $10,000! Send your details immediately to claim. !!!"
ham,I'll reach office by 10am. !!!
ham,Please find the attached document for your review. !!!
ham,See you at the gym later! 
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
ham,Did you finish the project presentation? reply
ham,I'll reach office by 10am. call
spam,"You have won a lottery of $10,000! Send your details immediately to claim. now"
ham,"Hey, are we meeting later today? call"
ham,Call me when you are free. 
ham,Let's have lunch tomorrow at 1 pm. !!!
ham,See you at the gym later! 
ham,Can you send me the report by evening? ok
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. reply
ham,Can you send me the report by evening? ok
ham,I'll reach office by 10am. call
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. pls"
ham,Meeting got postponed to next week. reply
ham,Don't forget to buy groceries on your way home. ok
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. reply"
ham,"Hey, are we meeting later today? urgent"
ham,I'll reach office by 10am. call
ham,Don't forget to buy groceries on your way home. now
ham,Did you finish the project presentation? reply
ham,See you at the gym later! 
ham,Please find the attached document for your review. pls
ham,Call me when you are free. urgent
ham,I'll reach office by 10am. now
ham,Can you send me the report by evening? now
ham,See you at the gym later! call
spam,"You have won a lottery of $10,000! Send your details immediately to claim. ok"
ham,Please find the attached document for your review. urgent
ham,Did you finish the project presentation? urgent
ham,See you at the gym later! call
ham,I'll reach office by 10am. reply
ham,Let's have lunch tomorrow at 1 pm. 
ham,Let's have lunch tomorrow at 1 pm. 
ham,Did you finish the project presentation? reply
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. now"
ham,"Hey, are we meeting later today? reply"
ham,Did you finish the project presentation? ok
ham,Did you finish the project presentation? 
ham,Did you finish the project presentation? !!!
ham,"Hey, are we meeting later today? reply"
ham,Don't forget to buy groceries on your way home. !!!
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Please find the attached document for your review. call
ham,Meeting got postponed to next week. reply
ham,Did you finish the project presentation? now
ham,Did you finish the project presentation? urgent
ham,Can you send me the report by evening? 
spam,WINNER!! As a valued customer you have been selected for a £900 reward! 
ham,Meeting got postponed to next week. reply
ham,I'll reach office by 10am. reply
ham,"Hey, are we meeting later today? pls"
ham,Please find the attached document for your review. 
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. pls
spam,"You have won a lottery of $10,000! Send your details immediately to claim. reply"
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. urgent
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. urgent
ham,Meeting got postponed to next week. !!!
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. pls
ham,Don't forget to buy groceries on your way home. reply
ham,Can you send me the report by evening? 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! "
ham,Don't forget to buy groceries on your way home. reply
ham,Did you finish the project presentation? urgent
ham,Don't forget to buy groceries on your way home. urgent
ham,Please find the attached document for your review. now
ham,Call me when you are free. call
ham,Call me when you are free. pls
ham,I'll reach office by 10am. now
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! ok"
ham,Please find the attached document for your review. call
ham,"Hey, are we meeting later today? !!!"
ham,Meeting got postponed to next week. pls
ham,Did you finish the project presentation? call
ham,Please find the attached document for your review. ok
ham,I'll reach office by 10am. reply
ham,Meeting got postponed to next week. ok
ham,Call me when you are free. urgent
